location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Chandler,58.853647699879254,32.87682544342346,44.14%,74.76%,73.48%,3553,498796
Buffalo,43.48002817921815,26.91086127979013,38.11%,70.06%,68.76%,5302,1009936
Lubbock,52.352697616247085,38.909543173480245,25.68%,51.84%,58.58%,6213,755781
Scottsdale,88.02494965081725,47.5921133712077,45.93%,79.42%,81.16%,4849,628478
Reno,57.76234220391135,30.969673262625914,46.38%,78.41%,77.83%,4995,721437
Glendale,55.563873605796395,15.184956246039095,72.67%,88.87%,79.96%,250,37535
Gilbert,63.367818722463376,32.16327162733382,49.24%,77.18%,75.53%,3984,481813
Winston-Salem,38.132501752888906,25.567738461878136,32.95%,61.18%,59.11%,3760,652141
North Las Vegas,46.75315268577377,32.80169750577043,29.84%,65.13%,67.18%,3024,517800
Norfolk,44.889387375160226,31.216437980137105,30.46%,64.38%,61.22%,5415,1295423
Chesapeake,41.841225303502775,26.13479664058187,37.54%,63.38%,60.18%,2319,475292
Garland,36.30852552890702,28.18030302304427,22.39%,60.91%,60.09%,3409,572097
Irving,56.21961346748516,32.8055123174747,41.65%,65.59%,66.70%,4163,701034
Hialeah,33.12069640187214,24.869019019365037,24.91%,68.49%,71.62%,1930,261118
Fremont,78.1031471882998,36.70189970027089,53.01%,83.80%,82.42%,3001,460093
Boise,66.80788858886993,30.525556032266035,54.31%,78.67%,76.76%,3258,488238
Richmond,53.2520331733216,33.713986795874106,36.69%,69.72%,68.86%,9037,1650344
Baton Rouge,42.49881292878618,29.59052499134162,30.37%,52.30%,53.88%,7678,2312739
Spokane,59.4920274149754,36.19013595630484,39.17%,69.81%,74.15%,2403,355970
