location,mobility_before_distancing,mobility_after_distancing,general_reduction,median_reduction,median_seasonal_reduction,num_users,num_records
Baltimore,45.08653821481157,14.912995372398353,66.92%,87.71%,83.80%,12345,2378975
Milwaukee,52.91755481272315,21.776105666601893,58.85%,91.03%,82.29%,7680,1156908
Albuquerque,51.30646694208219,19.034299554875393,62.90%,91.53%,67.51%,6380,846652
Tucson,53.832933906365135,25.203081975191147,53.18%,88.24%,73.60%,7484,970493
Fresno,37.41309730357266,15.069544035507867,59.72%,85.62%,79.65%,7544,1090503
Mesa,48.74176170444105,31.00635103171485,36.39%,85.41%,69.71%,5077,690663
Sacramento,62.22284456342151,28.845678043834873,53.64%,86.47%,83.49%,8813,1245978
Atlanta,87.95378938199804,40.87665955206491,53.52%,78.98%,72.17%,30707,4947239
Kansas City,62.353274524490764,23.72262365236731,61.95%,91.12%,86.80%,9449,1258467
Colorado Springs,64.7354530235367,26.73252095863963,58.70%,92.78%,85.70%,4742,618647
Miami,114.18865307746542,58.316425764437085,48.93%,89.31%,73.71%,21085,1719859
Raleigh,51.99618777932748,22.11783553985761,57.46%,87.96%,77.21%,10467,1386762
Omaha,49.72542022856312,20.091533381925558,59.60%,97.44%,83.46%,8298,926896
Long Beach,55.20890850880146,24.000810201031204,56.53%,86.63%,76.81%,9775,1515624
Virginia Beach,49.232833159892685,27.042212278811746,45.07%,90.85%,82.89%,6316,953266
Oakland,87.33121653135107,22.29747815190469,74.47%,95.37%,93.16%,9516,1577411
Minneapolis,69.93352725973355,22.89330418739647,67.26%,95.60%,88.24%,11075,1462591
Tulsa,49.0748521107595,23.8255040534266,51.45%,88.14%,72.45%,4758,626030
Arlington,56.003473028630424,20.05623066720067,64.19%,90.78%,86.71%,13412,1907754
Tampa,70.65239543153857,28.697342006453297,59.38%,87.27%,76.45%,9796,1256850
New Orleans,55.70579086393715,23.777713614520653,57.32%,87.92%,76.11%,16564,3317563
Wichita,38.9875608516088,16.810358719149793,56.88%,87.38%,60.58%,5311,587001
Cleveland,53.017775376360106,23.716526020263025,55.27%,79.57%,69.38%,9145,1606078
Bakersfield,38.98276349896625,20.25897734123276,48.03%,79.06%,87.17%,5257,744264
Aurora,41.98352754361231,14.953601116551658,64.38%,93.46%,85.49%,683,53048
Anaheim,66.01189348294336,26.48371778251534,59.88%,84.01%,73.91%,8430,815954
Honolulu,140.46111805616698,58.593602168733334,58.28%,95.06%,78.49%,11447,901040
Santa Ana,46.029899591929684,21.397490968003687,53.51%,79.39%,77.23%,2770,339622
Riverside,45.347442033611216,22.389795620718466,50.63%,78.54%,79.91%,5744,700165
Corpus Christi,48.962899247932995,31.008926592904615,36.67%,78.28%,75.44%,4960,613801
Lexington,42.913638315190916,17.848232777839613,58.41%,82.21%,78.71%,1176,130253
Stockton,41.024874136868775,21.802625178601655,46.86%,72.39%,70.49%,3294,493371
Henderson,72.60977166472955,26.633952508911484,63.32%,88.08%,81.95%,4970,864237
St Paul,54.42141920502258,17.1618188404944,68.46%,95.25%,85.86%,4184,570074
St Louis,55.28743058515105,20.11830038640524,63.61%,94.36%,81.31%,6863,984607
Cincinnati,55.467942640101874,15.86107428817106,71.40%,88.81%,83.01%,6653,816056
Pittsburgh,53.78432582792178,20.748130024125096,61.42%,93.83%,78.92%,8763,1292351
Greensboro,36.55059560599667,17.573771622690057,51.92%,78.25%,69.97%,6672,1492948
Anchorage,111.69722560002904,30.978168705812937,72.27%,99.29%,57.29%,3310,516699
Plano,71.00420253134108,34.359161132999866,51.61%,90.27%,84.58%,4127,632134
Lincoln,53.85014763613372,25.126190288892015,53.34%,88.92%,64.57%,5574,499163
Orlando,91.4140037440598,40.87792019732407,55.28%,79.42%,74.45%,13039,1552584
Irvine,77.98412550863534,26.682426126802667,65.78%,91.70%,90.05%,4384,520725
Newark,54.16593371855259,19.280345237653936,64.41%,85.30%,76.79%,5884,894003
Toledo,39.17898431753546,21.30536169088146,45.62%,85.27%,68.18%,3610,542737
Durham,49.02019821202055,20.722981669674233,57.73%,88.63%,86.15%,5536,1064773
Chula Vista,56.21240127855371,24.45306368445485,56.50%,88.91%,60.63%,2797,349882
Fort Wayne,42.401807082514964,19.755712000467152,53.41%,95.52%,87.48%,3224,359011
Jersey City,58.61082171616177,16.084871560892456,72.56%,96.33%,95.53%,4360,624954
St Petersburg,65.43061146234658,23.35406742405053,64.31%,92.56%,87.84%,3828,641235
Laredo,38.15427938395245,24.177621500077674,36.63%,86.04%,50.83%,2123,249192
Madison,44.340329773134876,11.043578195335355,75.09%,88.81%,82.00%,900,75225
Chandler,58.58219249545972,23.189153971049162,60.42%,88.62%,76.26%,3296,396197
Buffalo,43.136863553272434,24.354210354441705,43.54%,87.60%,73.31%,4939,808327
Lubbock,52.92495933347216,34.07950229098064,35.61%,67.07%,66.98%,5822,642634
Scottsdale,87.99888685413958,36.217928138751155,58.84%,89.07%,80.58%,4580,505777
Reno,57.35119881815032,21.623660928058385,62.30%,91.36%,80.58%,4671,562289
Glendale,54.35098792049287,16.196837388168788,70.20%,88.87%,60.59%,241,46269
Gilbert,63.75157067987198,30.845078630008764,51.62%,91.49%,79.26%,3734,369182
Winston-Salem,38.007443210985805,24.860713502088426,34.59%,83.45%,79.24%,3471,520556
North Las Vegas,47.10701532206414,25.528349694045428,45.81%,82.45%,70.90%,2726,413057
Norfolk,45.69127590442831,23.12886697951471,49.38%,81.87%,73.13%,5078,1101374
Chesapeake,42.16689984652348,19.26456135463247,54.31%,78.43%,70.75%,2132,385428
Garland,36.064782801194916,21.865803191926275,39.37%,75.73%,64.89%,3139,450015
Irving,56.17356093757976,23.78939979061853,57.65%,83.87%,65.90%,3835,579768
Hialeah,33.6622484046403,17.195527660518,48.92%,86.01%,72.55%,1766,208268
Fremont,78.6447354286528,29.46048111161148,62.54%,95.13%,91.84%,2775,366376
Boise,64.74933073806157,26.576596891223787,58.95%,91.88%,77.80%,3077,390411
Richmond,53.395156997199685,25.02865508855553,53.13%,85.31%,81.10%,8394,1312405
Baton Rouge,42.143076377996834,23.436050108651912,44.39%,67.25%,64.98%,6837,1787754
Spokane,60.43388881108806,27.670710332347632,54.21%,88.74%,90.80%,2208,279814
